SCI  hem1341m1020_sci_390_07.fits                       UVES.2012-03-29T04:49:47.641.fits  0.8  5000.00 56015.20124584 11.7 743.8 6004406
WAV  thar_wav_390_07_01.fits                            UVES.2012-03-29T06:14:16.073.fits  0.8    19.00 56015.25990825 11.7 743.7 6004406
ORD  thar_ord_390_07_01.fits                            UVES.2012-03-28T11:45:33.843.fits  1.2    38.27 56014.48997503 11.5 743.8 6004405
FMT  thar_fmt_390_07_01.fits                            UVES.2012-03-29T11:06:33.250.fits  0.7    20.37 56015.46288484 11.5 743.6 6004405
FLAT flat_cal_390_07_01.fits                            UVES.2012-03-28T11:56:00.479.fits  0.8    57.41 56014.49722777 11.5 743.8 6004405
FLAT flat_cal_390_07_02.fits                            UVES.2012-03-28T11:53:54.651.fits  0.8    57.41 56014.49577142 11.5 743.8 6004405
FLAT flat_cal_390_07_03.fits                            UVES.2012-03-28T11:51:48.901.fits  0.8    57.41 56014.49431598 11.5 743.8 6004405
FLAT flat_cal_390_07_04.fits                            UVES.2012-03-28T11:49:44.811.fits  0.8    57.41 56014.49287976 11.5 743.8 6004405
FLAT flat_cal_390_07_05.fits                            UVES.2012-03-28T11:47:39.202.fits  0.8    57.41 56014.49142595 11.5 743.8 6004405
BIAS bias_cal_390_07_01.fits                            UVES.2012-03-29T10:13:03.085.fits  0.0     0.00 56015.42573015  0.0   0.0 0
BIAS bias_cal_390_07_02.fits                            UVES.2012-03-29T10:13:48.669.fits  0.0     0.00 56015.42625774  0.0   0.0 0
BIAS bias_cal_390_07_03.fits                            UVES.2012-03-29T10:14:34.242.fits  0.0     0.00 56015.42678521  0.0   0.0 0
BIAS bias_cal_390_07_04.fits                            UVES.2012-03-29T10:15:19.816.fits  0.0     0.00 56015.42731268  0.0   0.0 0
BIAS bias_cal_390_07_05.fits                            UVES.2012-03-29T10:16:05.399.fits  0.0     0.00 56015.42784027  0.0   0.0 0
