SCI  pg0117p213_sci_390_09.fits                         UVES.2010-11-03T04:39:07.757.fits  0.8  3300.00 55503.19383978 11.1 742.9 1093944
WAV  thar_wav_390_09_01.fits                            UVES.2010-11-03T05:35:14.781.fits  0.8    25.00 55503.23280996 11.1 742.6 1093944
ORD  thar_ord_390_09_01.fits                            UVES.2010-11-02T10:13:09.492.fits  1.2    38.27 55502.42580431 11.0 743.7 1093944
FMT  thar_fmt_390_09_01.fits                            UVES.2010-11-02T10:11:25.785.fits  0.7    16.67 55502.42460399 11.0 743.7 1093944
FLAT flat_cal_390_09_01.fits                            UVES.2010-11-02T10:23:35.610.fits  0.8    57.41 55502.43305104 11.0 743.8 1093944
FLAT flat_cal_390_09_02.fits                            UVES.2010-11-02T10:21:29.891.fits  0.8    57.41 55502.43159596 11.0 743.8 1093944
FLAT flat_cal_390_09_03.fits                            UVES.2010-11-02T10:19:24.231.fits  0.8    57.41 55502.43014156 11.0 743.8 1093944
FLAT flat_cal_390_09_04.fits                            UVES.2010-11-02T10:17:20.132.fits  0.8    57.41 55502.42870523 11.0 743.8 1093944
FLAT flat_cal_390_09_05.fits                            UVES.2010-11-02T10:15:14.562.fits  0.8    57.41 55502.42725188 11.0 743.8 1093944
BIAS bias_cal_390_09_01.fits                            UVES.2010-11-03T09:40:28.339.fits  0.0     0.00 55503.40310577  0.0   0.0 0
BIAS bias_cal_390_09_02.fits                            UVES.2010-11-03T09:41:07.901.fits  0.0     0.00 55503.40356367  0.0   0.0 0
BIAS bias_cal_390_09_03.fits                            UVES.2010-11-03T09:41:46.885.fits  0.0     0.00 55503.40401487  0.0   0.0 0
BIAS bias_cal_390_09_04.fits                            UVES.2010-11-03T09:42:25.897.fits  0.0     0.00 55503.40446640  0.0   0.0 0
BIAS bias_cal_390_09_05.fits                            UVES.2010-11-03T09:43:04.910.fits  0.0     0.00 55503.40491794  0.0   0.0 0
