SCI  he2217m2818_sci_390_03.fits                        UVES.2010-06-13T08:03:40.339.fits  0.8  4000.00 55360.33588355 10.8 742.1 1093943
WAV  thar_wav_390_03_01.fits                            UVES.2010-06-13T08:02:18.023.fits  0.8    25.00 55360.33493082 10.9 742.3 1093943
ORD  thar_ord_390_03_01.fits                            UVES.2010-06-13T11:58:55.931.fits  1.2    38.27 55360.49925846 10.7 742.1 1093942
FMT  thar_fmt_390_03_01.fits                            UVES.2010-06-13T11:57:12.173.fits  0.7    16.67 55360.49805756 10.7 742.1 1093942
FLAT flat_cal_390_03_01.fits                            UVES.2010-06-13T12:01:01.201.fits  0.8    57.41 55360.50070835 10.7 742.0 1093942
FLAT flat_cal_390_03_02.fits                            UVES.2010-06-13T12:03:06.990.fits  0.8    57.41 55360.50216424 10.7 742.0 1093942
FLAT flat_cal_390_03_03.fits                            UVES.2010-06-13T12:05:12.570.fits  0.8    57.41 55360.50361771 10.7 742.0 1093942
FLAT flat_cal_390_03_04.fits                            UVES.2010-06-13T12:07:18.150.fits  0.8    57.41 55360.50507118 10.7 742.0 1093942
FLAT flat_cal_390_03_05.fits                            UVES.2010-06-13T12:09:23.800.fits  0.8    57.41 55360.50652546 10.7 742.3 1093942
BIAS bias_cal_390_03_01.fits                            UVES.2010-06-13T11:06:17.979.fits  0.0     0.00 55360.46270809  0.0   0.0 0
BIAS bias_cal_390_03_02.fits                            UVES.2010-06-13T11:07:03.572.fits  0.0     0.00 55360.46323579  0.0   0.0 0
BIAS bias_cal_390_03_03.fits                            UVES.2010-06-13T11:07:49.146.fits  0.0     0.00 55360.46376326  0.0   0.0 0
BIAS bias_cal_390_03_04.fits                            UVES.2010-06-13T11:08:34.719.fits  0.0     0.00 55360.46429073  0.0   0.0 0
BIAS bias_cal_390_03_05.fits                            UVES.2010-06-13T11:09:20.292.fits  0.0     0.00 55360.46481820  0.0   0.0 0
